Name, Price
MSI Radeon RX 5700 DirectX 12 RX 5700 MECH OC 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready CrossFireX Support Video Card,€355.99 (2 Offers)
ZOTAC GAMING GeForce RTX 2080 AMP Extreme 8GB GDDR6 256-bit Graphics Card (ZT-T20800B-10P),€ 856.92
ASUS Radeon RX 550 4G GDDR5 DP HDMI DVI AMD Graphics Card (RX550-4G),€ 197.67
ZOTAC GAMING GeForce RTX 2080 Ti Triple Fan 11GB GDDR6 352-bit Gaming Graphics Card| Active Fan Control| Metal Backplate| Spectra Lighting (ZT-T20810F-10P),€1.274.21
ASUS ROG Radeon RX Vega 64 STRIX-RXVEGA64-O8G-GAMING 8GB 2048-Bit HBM2 PCI Express 3.0 HDCP Ready Video Card,€ 679.10
ASUS GeForce GTX 1050 Ti GTX1050TI-O4G-LP-BRK 4GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready Low Profile Video Card,€189.99 (3 Offers)
ASUS TUF Gaming X3 AMD Radeon RX 5700 Overclocked 8G GDDR6 HDMI DisplayPort Gaming Graphics Card (TUF 3-RX5700-O8G-GAMING),€ 360.99
MSI GeForce RTX 2080 DirectX 12 RTX 2080 AERO 8G 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,€ 963.53
ZOTAC GAMING GeForce RTX 2070 SUPER Twin Fan 8GB GDDR6 256-bit 14 Gbps Gaming Graphics Card| IceStorm 2.0| Spectra Lighting| ZT-T20710F-10P,€ 474.99
ZOTAC GAMING GeForce RTX 2080 Twin Fan 8GB GDDR6 256-bit Gaming Graphics Card| IceStorm 2.0 Cooling| Active Fan Control| Metal Backplate| Spectra Lighting| ZT-T20800G-10P,€ 705.48
ASUS GeForce RTX 2060 SUPER 8G EVO GDDR6 Dual-Fan Edition VR Ready HDMI DisplayPort DVI-D Graphics Card (DUAL-RTX2060S-8G-EVO),€ 398.99
MSI GeForce GT 1030 DirectX 12 GT 1030 2GD4 LP OC 2GB 64-Bit DDR4 PCI Express 3.0 x16 (Uses x4) HDCP Ready Low Profile Video Card,€80.99 (2 Offers)
ZOTAC GAMING GeForce RTX 2080 Blower 8GB GDDR6 256-bit Gaming Graphics Card| Metal Backplate (ZT-T20800A-10P),€1.019.99
Visiontek Radeon HD 5450 1GB DDR3 (DVI-I| HDMI| VGA)| 900358,€49.89 (2 Offers)
ASUS ROG STRIX GeForce RTX 2060 DirectX 12 ROG-STRIX-RTX2060-A6G-GAMING 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,€ 384.99
Visiontek Radeon HD 4350 SFF 512MB DDR2 (2 x DVI-I| TV Out) w/ 2 x DVI-I to VGA Adapter| 900273,€81.07 (2 Offers)
ZOTAC GAMING GeForce GTX 1660 6GB GDDR5 192-bit Gaming Graphics Card| Super Compact| ZT-T16600F-10L,€ 307.06
ASUS Dual GeForce RTX 2060 DirectX 12 DUAL-RTX2060-A6G 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,€374.99 (2 Offers)
ASRock Phantom Gaming U Radeon RX 590 DirectX 12 RX 590 8G OC 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support Video Card,€ 213.99
ASUS GeForce GT 1030 2GB GDDR5 HDMI DVI Graphics Card (GT1030-2G-CSM),€98.99 (3 Offers)
ASUS Dual GeForce RTX 2070 DirectX 12 DUAL-RTX2070-O8G-EVO 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,€474.99 (2 Offers)
ASUS ROG Strix Radeon RX 560 O4GB Gaming OC Edition GDDR5 DP HDMI DVI AMD Graphics Card (ROG-STRIX-RX560-O4G-GAMING),€ 161.99
ZOTAC GAMING GeForce GTX 1660 AMP 6GB GDDR5 192-bit Gaming Graphics Card| Super Compact| IceStorm 2.0 Cooling| Wraparound Metal Backplate - ZT-T16600D-10M,€227.99 (2 Offers)
ASUS Dual GeForce GTX 1660 Ti DUAL-GTX1660TI-6G 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,€ 300.99
ZOTAC GAMING GeForce RTX 2080 Ti AMP MAXX 11GB GDDR6 352-bit Gaming Graphics Card| IceStorm 2.0| Factory Overclock| Freeze Fan Stop| Active Fan Control| PowerBoost| Spectra Lighting| ZT-T20810H-10P,€1.047.99
ZOTAC GAMING GeForce GTX 1650 OC 4GB GDDR5 128-bit Gaming Graphics Card| Super Compact| ZT-T16500F-10L,€156.99 (2 Offers)
ASUS Turbo GeForce RTX 2080 DirectX 12 TURBO-RTX2080-8G-EVO 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support Video Card,€673.99 (2 Offers)
PNY GeForce GT 710 DirectX 12 VCGGT7102XPB 2GB 64-Bit DDR3 PCI Express 2.0 x8 Low Profile Video Card,€ 59.35
ASUS ROG Strix GeForce GTX 1660 Ti ROG-STRIX-GTX1660TI-O6G-GAMING 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,€ 312.99
ZOTAC GAMING GeForce RTX 2070 AMP 8GB GDDR6 256-bit Graphics Card| IceStorm 2.0| Active Fan Control| Metal Backplate| Spectra RGB LED Lighting (ZT-T20700D-10P),€ 564.02
Visiontek Radeon HD 4350 SFF DMS59 512MB DDR2 PCIe x1| 900308,€ 70.18
VisionTek Radeon 5450 512MB DDR3 3M (2 x DVI-I| miniDP) (900529),€ 96.99
ASUS GeForce GTX 1050 CERBERUS-GTX1050-O2G 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,€149.99 (2 Offers)
VisionTek Radeon 7750 SFF 1GB GDDR5 (DVI-I| HDMI) (900549),€146.19 (2 Offers)
MSI GeForce RTX 2060 SUPER DirectX 12 RTX 2060 SUPER ARMOR OC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,€398.99 (2 Offers)
Sapphire 11266-04-20G Radeon PULSE RX 570 4GB GDDR5 DUAL HDMI / DVI-D / DUAL DP OC with backplate (UEFI) PCI-E Graphics Card,€ 157.99
ZOTAC GAMING GeForce RTX 2080 Ti Blower Graphic Card| ZT-T20810A-10P| 11GB GDDR6,€1.069.79
MSI GeForce RTX 2080 DirectX 12 RTX 2080 VENTUS GP 8G 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,€ 635.99
ASUS AMD Radeon RX 5700 Overclocked 8G GDDR6 Dual Fan EVO Edition HDMI DisplayPort Gaming Graphics Card (DUAL-RX5700-O8G-EVO),€350.99 (2 Offers)
ASUS GeForce GT 1030 2GB Phoenix Fan OC Edition HDMI DVI Graphics Card (PH-GT1030-O2G),€113.45 (2 Offers)
DIAMOND Radeon HD 6450 DirectX 11 6450PE31G 1GB 64-Bit GDDR3 PCI Express 2.1 x16 HDCP Ready CrossFireX Support Video Card,€48.59 (2 Offers)
Sapphire 11256-57-21G Radeon RX 470 8GB GDDR5 Video Card Brown Box,€ 331.99
ASUS ROG STRIX GeForce RTX 2060 SUPER ROG-STRIX-RTX2060S-O8G-GAMING 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,€ 445.99
Visiontek Radeon HD 5450 2GB DDR3 (DVI-I| HDMI| VGA)| 900356,€ 74.73
PNY GeForce RTX 2080 8GB Blower Graphics Card,€ 905.00
PNY GeForce RTX 2070 8GB XLR8 Gaming Overclocked Edition Graphics Card| VCG20708DFPPB-O,€658.96 (2 Offers)
ASUS GeForce GT 710 1GB GDDR5 HDMI VGA DVI Graphics Card (GT710-SL-1GD5-BRK),€63.02 (2 Offers)
MSI GeForce RTX 2060 SUPER DirectX 12 RTX 2060 SUPER GAMING 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,€ 398.99
XFX Radeon RX 5700 DirectX 12 RX-57XL8LBD6 8GB 256-Bit GDDR6 PCI Express 4.0 Video Card,€ 350.99
ZOTAC GAMING GeForce RTX 2060 6GB GDDR6 192-bit Gaming Graphics Card| Super Compact| ZT-T20600H-10M,€329.99 (2 Offers)
ASUS Turbo GeForce RTX 2060 SUPER TURBO-RTX2060S-8G-EVO 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,€ 407.99
ZOTAC GeForce GT 710 DirectX 12 ZT-71301-20L 1GB 64-Bit DDR3 PCI Express 2.0 x8 Video Card,€ 77.06
ASUS GeForce GT 710 DirectX 12 710-1-SL-BRK 1GB 64-Bit DDR3 PCI Express 2.0 x8 HDCP Ready Video Card,€ 78.99
ASUS Radeon R5 230 DirectX 11 R5230-SL-1GD3-L 1GB 64-Bit DDR3 PCI Express 2.1 HDCP Ready CrossFireX Support Low Profile Video Card,€57.25 (2 Offers)
GIGABYTE AORUS GeForce RTX 2060 XTREME 6G Graphics Card| 3x Stacked WINDFORCE Fans| 6GB 192-Bit GDDR6| GV-N2060AORUS X-6GC Video Card,€ 359.99
OCPC Radeon RX 560 4GB GDDR5 Video Card| 901210,€108.45 (2 Offers)
MSI Radeon RX 5700 DirectX 12 RX 5700 EVOKE OC 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready CrossFireX Support Video Card,€362.99 (2 Offers)
EVGA GeForce RTX 2080 XC BLACK EDITION GAMING Video Card| 08G-P4-2082-KR| 8GB GDDR6| Dual HDB Fans| RGB LED| Metal Backplate,€693.77 (2 Offers)
Visiontek Radeon 3450 SFF 512MB DDR2 PCI| 900321,€ 92.30
ASUS Turbo GeForce RTX 2070 SUPER TURBO-RTX2070S-8G-EVO 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support Video Card,€ 502.99
ASUS ROG STRIX GeForce RTX 2060 SUPER DirectX 12 ROG-STRIX-RTX2060S-A8G-GAMING 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,€ 438.99
MSI NVIDIA GeForce GTX 1660 Ti VENTUS XS 6GB GDDR6 HDMI/3DisplayPort PCI-Express Video Card,€268.15 (2 Offers)
ASUS ROG STRIX GeForce RTX 2060 DirectX 12 ROG-STRIX-RTX2060-6G-GAMING 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,€ 389.99
Visiontek Radeon HD 3450 SFF 512MB DDR2 PCI DMS59 (2 x DVI-I)| 900292,€ 72.93
SAPPHIRE PULSE Radeon RX 570 DirectX 12 100412P4GITXL 4GB 256-Bit GDDR5 CrossFireX Support ATX Video Card,€ 122.99
ZOTAC GAMING GeForce RTX 2060 SUPER AMP Extreme 8GB GDDR6 256-bit 14 Gbps Gaming Graphics Card| IceStorm 2.0| Extreme Overclock| Spectra Lighting| ZT-T20610B-10P,€417.94 (3 Offers)
MSI GeForce RTX 2080 DirectX 12 RTX 2080 SEA HAWK 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,€ 663.99
VisionTek Radeon 5450 DirectX 11 900861 2GB DDR3 PCI Express 2.1 x16 ATX Video Card,€ 53.49
ZOTAC GAMING GeForce RTX 2080 SUPER AMP 8GB GDDR6 256-bit 15.5 Gbps Gaming Graphics Card| IceStorm 2.0| Strong Overclock| Freeze Fan Stop| PowerBoost| Spectra Lighting| 16+4 Power Phase ZT-T20820D-10P,€701.99 (3 Offers)
ASUS AREZ RX 560 O2G OC Edition GDDR5 DP HDMI DVI AMD Graphics Card (AREZ-RX560-O2G-EVO),€153.27 (2 Offers)
ASUS AREZ RX 560 O2G OC Edition GDDR5 DP HDMI DVI AMD Graphics Card (AREZ-RX560-O2G-EVO),€132.99 (2 Offers)
ASUS GeForce GT 710 DirectX 12 710-2-SL-CSM 2GB 64-Bit DDR3 PCI Express 2.0 x8 HDCP Ready Video Card,€ 87.99
ASUS GeForce GTX 1650 4GB Phoenix Fan Overclocked Edition HDMI DP DVI Graphics Card (PH-GTX1650-O4G),€145.99 (2 Offers)
ZOTAC GAMING GeForce RTX 2080 Ti Twin Fan 11GB GDDR6 352-bit Gaming Graphics Card| Active Fan Control| Metal Backplate| Spectra Lighting - ZT-T20810G-10P,€1.056.99 (2 Offers)
MSI GeForce RTX 2080 Ti RTX 2080 TI SEA HAWK X 11GB 352-Bit GDDR6 PCI Express 3.0 Video Card,€1.170.99 (3 Offers)
VisionTek Radeon R7 240 SFF 2GB DDR3 (DIV-D| HDMI| VGA) (900701),€ 117.95
VisionTek Radeon 4350 512MB DDR2 (DVI-I| HDMI| VGA) Graphics Card - 900270,€ 45.01
SAPPHIRE Radeon RX 570 11266-70-21G 16GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card| Grin Coin Edition,€ 311.99
MSI Radeon R5 230 DirectX 11 R5 230 2GD5H LP 2GB 64-Bit GDDR5 PCI Express 2.0 HDCP Ready Low Profile Video Card,€ 70.99
PNY GeForce GTX 1650 4GB XLR8 Gaming Overclocked Edition Graphics Card,€179.99 (3 Offers)
PNY GeForce RTX 2080 Ti 11GB Blower Graphics Card,€1.124.19 (2 Offers)
Sapphire 11265-09-20G Radeon PULSE RX 580 4GB GDDR5 DUAL HDMI / DVI-D / DUAL DP OC with backplate (UEFI) PCI-E Graphics Card,€ 281.85
Visiontek Radeon R7 250 1GB GDDR5 (DVI-D| HDMI| VGA)| 900685,€ 112.55
VisionTek Radeon 7750 SFF 2GB GDDR5 4M (4 x miniDP) (900798),€196.99 (2 Offers)
Visiontek Radeon HD 3450 512MB DDR2 PCI (DVI-I| VGA| TV Out)| 900302,€ 105.18
Visiontek Radeon HD 7750 SFF 2GB DDR3 3M (2 x HDMI| Mini DP)| 900686,€248.99 (2 Offers)
ZOTAC GAMING GeForce RTX 2060 SUPER AMP 8GB GDDR6 256-bit 14 Gbps Gaming Graphics Card| IceStorm 2.0| Strong Overclock| Spectra Lighting| ZT-T20610D-10P,€407.99 (2 Offers)
PNY GeForce RTX 2080 XLR8 Gaming Overclocked Edition Graphics Card| VCG20808DFPPB-O,€ 964.83
ZOTAC GeForce GT 710 DirectX 12 ZT-71302-20L 2GB 64-Bit DDR3 PCI Express 2.0 x8 Video Card,€53.57 (2 Offers)
ZOTAC GAMING GeForce RTX 2080 SUPER Twin Fan 8GB GDDR6 256-bit 15.5 Gbps Gaming Graphics Card| IceStorm 2.0| Spectra Lighting| ZT-T20820F-10P,€689.99 (2 Offers)
EVGA GeForce RTX 2080 FTW3 Video Card| 2.75 Slot Extreme Cool Triple + iCX2| RGB| Metal Backplate| 08G-P4-2283-KR| 8GB GDDR6,€ 678.99
Visiontek Radeon HD 4650 SFF 1GB DDR2 DMS59 (2 x DVI-I| TV Out) w/ 2 x DVI-I to VGA Adapter| 900275,€ 90.94
MSI GeForce RTX 2070 SUPER DirectX 12 RTX 2070 Super GAMING X 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,€520.99 (2 Offers)
PNY GeForce RTX 2060 6GB XLR8 Gaming Overclocked Edition Graphics Card| VCG20606DFPPB-O,€ 412.40
XFX Radeon RX 5700 XT 8GB GDDR6 Video Graphics Card RX57XT8OFF6,€ 410.60
ZOTAC GAMING GeForce RTX 2070 SUPER MINI 8GB GDDR6 256-bit 14 Gbps Gaming Graphics Card| IceStorm 2.0| Super Compact| ZT-T20710E-10M,€480.99 (2 Offers)
Visiontek Radeon HD 7750 SFF 1GB DDR3 5M VHDCI (4 x DVI-D| Mini DP)| 900669,€ 258.83
VisionTek Radeon 5450 DirectX 11 900860 1GB DDR3 PCI Express 2.1 x16 ATX Video Card,€43.99 (3 Offers)
Visiontek Radeon 6350 1GB DDR3 (DVI-I| HDMI| VGA),€ 56.47
Sapphire Radeon Nitro+ RX 570 4GB GDDR5 2xHDMI(VR Friendly)|1xDVI-D|2xDP with Backplate PCI-E Graphics Card,€ 175.82
EVGA GeForce RTX 2080 Ti GAMING 11GB GDDR6 HDMI/3 x DisplayPort/USB Type-C PCI-Express Video Card,€1.108.44
JATON GeForce 6200 DirectX 9 VIDEO-348PCI-LP 512MB 64-Bit DDR2 PCI Low Profile Ready Video Card,€ 82.99
Sapphire Radeon Nitro+ RX 570 8GB GDDR5 2xHDMI(VR Friendly)|1xDVI-D|2xDP with Backplate PCI-E Graphics Card,€ 199.58
Visiontek Radeon R7 250 SFF 1GB GDDR5 (DVI-D| HDMI| VGA*)| 900702,€ 111.52
Visiontek Radeon 6350 SFF 1GB DDR3 3M DMS59 (2 x DVI-I| miniDP) w/ 2 x DVI-I to VGA Adapter| 900456,€74.35 (2 Offers)
MSI VENTUS GeForce RTX 2070 SUPER VENTUS OC GeForce RTX 2070 SUPER Graphic Card - 8 GB GDDR6,€ 554.05
PNY GeForce GTX 1660 Ti Graphic Card - 1.50 GHz Core - 1.77 GHz Boost Clock - 6 GB GDDR6 - Dual Slot Space Required,€300.20 (2 Offers)
NVIDIA GeForce RTX 2080 Ti Founders Edition 11GB GDDR6 PCI Express 3.0 Graphics Card with PCIe Riser,€1.377.17
NVIDIA GeForce RTX 2080 Ti Founders Edition 11GB GDDR6 PCI Express 3.0 Graphics Card with Free Battlefield V Combo,€1.425.63
NVIDIA GeForce RTX 2080 Ti Founders Edition 11GB GDDR6 PCI Express 3.0 Graphics Card with Free Forza Horizon 4 Combo,€1.425.63
6 Packs of Sapphire Radeon NITRO+ RX 570 8GB GDDR5 PCI-E Dual HDMI / DVI-D / Dual DP w/ Backplate (UEFI),€1.140.51
Sapphire VCX 21294-01-20G Radeon RX 5700 8GB DDR6 256bit PCIE HDMI 3xDP ,€333.62 (2 Offers)
NVIDIA GeForce RTX 2060 SUPER Founders Edition - 8GB GDDR6 1650 MHz - 2176 Cores - Ray Tracing - DirectX 12 - DP/HDMI/DVI-DL - VR Ready,€ 455.63
EVGA GeForce GTX 1650 XC Ultra Black Gaming Graphic Card 4GB GDDR5 04GP41155KR,€ 175.85
MSI R7 240 2GD3 LP Radeon R7 240 Graphic Card - 730 MHz Core - 780 MHz Boost Clock - 2 GB DDR3 SDRAM - Low-profile,€ 66.99
VisionTek VTKRAD7K64P Radeon 7000 64MB DDR PCI Video Card,€45.99 (2 Offers)
Visiontek Radeon 6350 SFF 1GB DDR3 (DVI-I| HDMI| VGA)| 900484,€65.99 (2 Offers)
PNY GeForce RTX 2080 SUPER Graphic Card - 8 GB GDDR6,€764.25 (2 Offers)
GIGABYTE Radeon RX 470 DirectX 12 GV-RX470WF2-4GD-MI Video Card,€ 142.55
MSI GTX 1080 TI AERO 11G GeForce GTX 1080 Graphic Card - 1.48 GHz Core - 1.58 GHz Boost Clock - 11 GB GDDR5X - PCI Express 3.0 x16,€1.049.17
PNY GeForce RTX 2070 SUPER Graphic Card - 8 GB GDDR6,€553.13 (3 Offers)
AMD Radeon RX 570 4GB GDDR5 PCI Express 3.0 Gaming Graphics Card - OEM,€ 540.99
EVGA - NVIDIA GeForce GTX 1060 6144MB GDDR5 PCI Express 3.0 Graphics Card - Black (06G-P4-6264-KB),€ 304.89
AMD RADEON RX 580 GRAPHICS CARD WITH 4GB GDDR5 DEDICATED MEMORY - OEM,€ 210.04
Sapphire VCX 21293-01-40G Radeon RX 5700 XT 8GB GDDR6 PCIE HDMI TRIPLE DP RTL,€418.98 (2 Offers)
PNY GeForce GTX 1660 Ti Graphic Card - 6 GB,€ 357.27
NVIDIA GeForce RTX 2060 Super Founders Edition - 8GB GDDR6 - 2176 Cores - Ray Tracing - DP/HDMI/DVI-DL - VR Ready with Free Battlefield V Code,€ 475.20
MSI G2080GXT NVIDIA GeForce RTX 2080 Gaming X TRIO 8GB GDDR6 HDMI 3 Display Port USB Type-C PCI-Express Video Card,€ 867.99
PNY GeForce RTX 2060 Super Graphic Card - 8 GB GDDR6,€ 456.99
NVIDIA GeForce GTX Titan Xp Graphic Card - 1.42 GHz Core - 1.58 GHz Boost Clock - 12 GB GDDR5X - Dual Slot Space Required,€1.719.80 (2 Offers)
NVIDIA Tesla T4 Graphic Card - 16 GB GDDR6 - Full-height,€2.088.14
QUADRO RTX 5000 GCARD RET SCB SB,€2.172.92
Sapphire 11265-05-20G Radeon PULSE RX 580 8GB GDDR5 DUAL HDMI / DVI-D / DUAL DP OC with Backplate (UEFI) PCI-E Graphics Card Graphic Cards,€ 738.49
AMD Radeon RX 580 8GB GDDR5 PCI Express 3.0 Gaming Graphics Card - OEM,€ 361.99
Sapphire 11265-05-20G Radeon PULSE RX 580 8GB GDDR5 DUAL HDMI / DVI-D / DUAL DP OC with Backplate (UEFI) PCI-E Graphics Card Graphic Cards,€ 738.41
ASUS Video Card TURBO-GTX1070TI-8G TURBO GTX 1070 TI 8GB GDDR5 256-bit PCIE DVI/HDMI/Display Port ,€ 611.18
MSI Gaming GeForce RTX 2060 Super 8GB GDRR6 256-bit HDMI/DP G-SYNC Turing Architecture Overclocked Graphics Card (RTX 2060 Super Ventus OC),€ 510.52
Lenovo 4X60N04886 Nvidia Quadro P5000 - Graphics Card - Quadro P5000 - 16 Gb Gddr5X - Pcie 3.0 X16 - Dvi| 4 X Displayport - For Thinkstation P520,€2.083.50 (2 Offers)
EVGA GeForce RTX 2080 Graphic Card - 1.71 GHz Boost Clock - 8 GB GDDR6 - Dual Slot Space Required - 256 bit Bus Width - Fan Cooler - OpenGL 4.5| DirectX 12| Vulkan - 3 x DisplayPort - 1 x HDMI - PC -,€727.07 (2 Offers)
Lenovo Quadro P4000 Graphic Card - 8 GB GDDR5 - Full-height (4x60n86664),€897.49 (2 Offers)
Lenovo 4X60N86660 Nvidia Quadro P1000 - Graphics Card - Quadro P1000 - 4 Gb Gddr5 Low Profile - 4 X Mini Displayport - For Thinkstation P320 (Sff),€371.39 (2 Offers)
Sapphire NITRO+ Radeon RX 590 Graphic Card - 1.56 GHz Boost Clock - 8 GB GDDR5 - Dual Slot Space Required - 256 bit Bus Width - Fan Cooler - OpenGL 4.5| OpenCL 2.0| DirectX 12 - 2 x DisplayPort - 2 x,€ 256.61
PNY NVIDIA Quadro RTX 4000 8GB GDDR6 Workstation Graphics Card VCQRTX4000-PB,€887.99 (2 Offers)
PNY GeForce GTX 1660 Graphic Card 1.53 GHz 6 GB GDDR5 VCG16606BLMPB,€245.83 (3 Offers)
VISIONTEK 900942 Radeon 7750 2GB DDR3 2x DP,€124.62 (2 Offers)
VisionTek FirePro 7800M Graphic Card - 800 MHz Core - 2 GB DDR5 SDRAM - 128 bit Bus Width - Fan Cooler - DirectX 11.0 - 6 x Mini DisplayPort - PC - 6 x Monitors Supported,€ 265.64
Lenovo NVIDIA Quadro P620 Graphic Card 2GB For Select ThinkStation Models,€225.33 (2 Offers)
GIGABYTE GeForce RTX 2060 OC GG Graphics Card| 2X Windforce Fans| 6GB 192-bit GDDR6| Gv-N2060OC-6GD REV2.0 Video Card,€358.33 (2 Offers)
HP INC. - SB WORKSTATION OPTIONS 1ME41AT SMART BUY NVIDIA QUADRO P2000,€ 460.15
HP INC. 2TF08AT SBUY RADEON PRO WX 3100 4GB GRAPHICS,€ 188.23
HP INC. 3ME25AT SBUYNVIDIA QUADRO P620 2GB KIT 2ADPTRS,€ 189.09
LENOVO - DESKTOP OPTIONS 4X60N86661 THINKSTATOIN NVIDIA P1000 HP,€371.76 (2 Offers)
VisionTek Radeon RX 560 4GB GDDR5 4M 4x mDP 901278,€183.27 (2 Offers)
Lenovo GeForce GT 730 Graphic Card - 2 GB GDDR5 - Low-profile,€ 112.43
NVIDIA Titan XP 12GB Star Wars Collector Edition JEDI Order Video Card 900-1G611-2531-000-RET,€1.488.99
Lenovo 4X60M97031 Nvidia Geforce Gt730 - Graphics Card - Gf Gt 730 - 2 Gb Gddr5 - Pcie 2.0 X8 Low Profile - Displayport - For Thinkcentre M710S (Sff| Tower) | M710T (Sff| Tower) | M910S (Sff| Tower),€ 95.83
VisionTek Radeon HD 6570 Graphic Card - 650 MHz Core - 2 GB DDR3 SDRAM - Full-height - 128 bit Bus Width - Fan Cooler - DirectX 11.0 - 1 x HDMI - 1 x VGA - 1 x Total Number of DVI (1 x DVI-D) - Dual L,€65.75 (2 Offers)
HP Radeon RX 550 Graphic Card - 4 GB GDDR5 - Low-profile,€ 314.65
Lenovo Quadro P620 2GB Graphic Card 4X60R60468,€ 297.15
VisionTek Radeon HD 6570 Graphic Card - 650 MHz Core - 2 GB DDR3 SDRAM - 128 bit Bus Width - Fan Cooler - DirectX 11.0 - 1 x HDMI - 1 x Total Number of DVI (1 x DVI-D) - Dual Link DVI Supported - PC -,€68.87 (2 Offers)
Lenovo Quadro P400 Graphic Card - 2 GB GDDR5 - 3 x Mini DisplayPort - PC,€116.92 (2 Offers)
Asus ROGSTRIXGTX1650O4GGA 4GB GDDR5 PCIe 3.0 Overclocked Graphics Card,€ 179.15
XFX RX 5700 Xt Thicc II 8GB GDDR6 1905MHz 3xDP HDMI PCI Express 4.0 Graphics Card Rx-57XT8DFD6,€420.99 (3 Offers)
PNY Video Card VCGGTX10603PB-CG GeForce GTX1060 3GB GDDR5 PCI Express DVID/HDMI/3xDisplayPort ,€ 207.99
Vision Systems Geovision 55-G8BEX-160 Gv800 16 Channel Dvi Type Pci Ctlr Express B Card,€ 612.41
Aorus GV-N2070IXEB-8GC GeForce RTX 2070 Graphic Card - 8 GB GDDR6,€ 656.28
Raritan - VGA cable - HD-15 (M) to HD-15| USB - active| thumbscrews,€ 42.98
EVGA GeForce RTX 2070 SUPER FTW3 ULTRA+ Video Card| OVERCLOCKED| 2.75 Slot Extreme Cool Triple + iCX2| 65C Gaming| RGB| Metal Backplate| 08G-P4-3377-KR| 8GB 15.5 GHz GDDR6,€ 603.99
EVGA GeForce RTX 2070 SUPER XC ULTRA+ Video Card| OVERCLOCKED| 2.75-Slot Extreme Cool Dual| 70C Gaming| RGB| Metal Backplate| 08G-P4-3175-KR| 8GB 15.5 GHz GDDR6,€ 570.99
Asus GeForce 2GB 128-Bit GDDR5 Graphics Cards (STRIX-GTX950-DC2OC-2GD5-GAMING),€2.273.12
XSPC Razor R9 Fury X,€ 173.07
Gigabyte GeForce GTX 1060 WINDFORCE OC 6G (GV-N1060WF2OC-6GD),€1.066.82
ASUS GeForce RTX 2060 Overclocked 6G GDDR6 Dual-Fan EVO Edition VR Ready HDMI DisplayPort DVI Graphics Card (DUAL-RTX2060-O6G-EVO),€ 345.99
EKWB EK-FC GeForce GTX FE GPU Waterblock| Nickel,€ 398.81
EKWB EK-FC1080 GTX Ti Strix RGB Upgrade Kit,€ 210.85
Dell Tesla Tesla M10 Graphic Card 32 GB 490BDIG,€2.542.00
EKWB EK-FC1080 GTX Ti Strix RGB Upgrade Kit,€ 209.98
SAPPHIRE PULSE Radeon RX 5700 DirectX 12 100417P8GL 8GB 256-Bit GDDR6 PCI Express 4.0 x16 ATX Video Card,€ 338.99
ASUS 2GB Graphics Cards R7240-2GD3-L,€ 200.32
SAPPHIRE PULSE Radeon RX 5700 DirectX 12 100417P8GL 8GB 256-Bit GDDR6 PCI Express 4.0 x16 ATX Video Card,€ 338.99
XSPC Razor GTX Titan (GK110) / 780 / 780Ti V2 Waterblock,€ 173.79
EVGA GeForce GTX 1070 SC GAMING ACX 3.0 Black Edition| 8GB GDDR5| LED| DX12 OSD Support (PXOC) 08G-P4-5173-KR,€1.575.11
GIGABYTE Radeon RX 590 DirectX 12 GV-RX590GAMING-8GD Rev. 2.0 8GB 256-Bit GDDR5 PCI Express 3.0 x16 CrossFireX Support ATX Video Card,€ 187.99
Asus GeForce 2GB 128-Bit GDDR5 Graphics Cards (STRIX-GTX950-DC2OC-2GD5-GAMING),€2.273.12
EKWB EK-FC GeForce GTX FE RGB Upgrade Kit,€ 205.59
EVGA GeForce RTX 2080 XC GAMING| 8GB GDDR6| Dual HDB Fans & RGB LED Graphics Card 08G-P4-2182-KR,€2.086.04
EKWB EK-FC GeForce GTX FE GPU Waterblock| Nickel,€ 398.81
